"id_docente";"nome";"titulo";"ano_inicio";"ano_fim";"situacao";"natureza";"qtd_graduacao";"qtd_especializacao";"qtd_mestrado";"qtd_doutorado";"integrantes";"financiador";"responsavel"
20;Aristófanes Corrêa Silva;Banco de Tumores;2008;"2013";CONCLUIDO;PESQUISA;"";"";"";"";"Aristófanes Corrêa Silva;  Sofiane Labidi;  Luciane Maria Oliveira Brito;  Maria Bethânia da Costa Chein;  Raimundo Antônio Gomes de Oliveira;  João Victor Leal Salgado;  Ana Emília Figueiredo de Oliveira;  Maria do Desterro Soares Brandão Nascimento;  Cecília Claúdia Costa Ribeiro;  Fernanda Ferreira Lopes;  Natalino Salgado Filho;  Manuel dos Santos Faria;  Antonio Raposo Filho;  Marina Cristine Valente Viana;  Othon de Carvalho Bastos Filho;  José Albuquerque de Figueiredo Neto;  Dorlene Maria Cardoso de Aquino;  Melissa Veith Lima;  Maria Juliana Rodovalho Doriqui;  Maria Carmem Fontoura Nogueira da Cruz;  Márcia Maria Hiluy Nicolau de Oliveira;  José Anselmo Cordeiro Lopes;  ";Instituto Nacional de Câncer;Não
20;Aristófanes Corrêa Silva;Detecção de Massas na Mama baseado em Imagens de Mamografia Digital;2007;"2009";EM_ANDAMENTO;PESQUISA;"4";"";"4";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Alexandre César Muniz de Oliveira;  Geraldo Braz Junior;  Leonardo de Oliveira Martins;  Vanessa Rodrigues Coelho Leite;  Luciane Maria Oliveira Brito;  Maria Bethânia da Costa Chein;  Angélica Maria Reis Godinho;  Iohama Gabriella Silva Ribeiro;  Ana Maria Nogueira Silva;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
20;Aristófanes Corrêa Silva;Reconstrução e Modelagem em 3D de Instalações Elétricas a Partir de Imagens 2D;2006;"2007";CONCLUIDO;DESENVOLVIMENTO;"4";"";"1";"";"Aristófanes Corrêa Silva;  Paulo Cezar Pinto Carvalho;  Adelailson Peixoto;  Anselmo Cardoso de Paiva;  Manoel Marcondes de Oliveira Lima Junior;  Irlandino Oliveira Almeida;  Thamila Fontenele;  ";Centrais Elétricas do Norte do Brasil;Não
20;Aristófanes Corrêa Silva;Imagens Médicas: Processamento, Análise e Visualização;2006;"2010";EM_ANDAMENTO;PESQUISA;"9";"0";"4";"";"Aristófanes Corrêa Silva;  Paulo Cezar Pinto Carvalho;  Marcelo Gattass;  Rodolfo Acatauassú Nunes;  Anselmo Cardoso de Paiva;  Danilo Lauande Franco;  Alexandre César Muniz de Oliveira;  Valdeci Ribeiro da Silva Junior;  João Rodrigo Ferreira da Silva Sousa;  Geraldo Braz Junior;  Leonardo de Oliveira Martins;  Manoel Marcondes de Oliveira Lima Junior;  Edgar Diniz;  Erick Corrêa Silva;  Stefan de Lima Portela;  ";Universidade do Estado do Rio de Janeiro;Sim
20;Aristófanes Corrêa Silva;Detecção e Diagnóstico de Massas na Mama baseado em Imagens Mamográficas;2006;"2008";EM_ANDAMENTO;PESQUISA;"6";"";"3";"";"Aristófanes Corrêa Silva;  Anselmo Cardoso de Paiva;  Alexandre César Muniz de Oliveira;  Valdeci Ribeiro da Silva Junior;  Geraldo Braz Junior;  Leonardo de Oliveira Martins;  Manoel Marcondes de Oliveira Lima Junior;  ";"";Sim
20;Aristófanes Corrêa Silva;Sistema de Controle e Gerenciamento de Inspeções utilizando Computação Móvel;2005;"2006";EM_ANDAMENTO;DESENVOLVIMENTO;"2";"";"";"";"Aristófanes Corrêa Silva;  Zair Abdelouahab;  Osvaldo Silva de Sousa Junior;  Adriano Francisco Monteiro dos Santos;  Jonneth de Sene Fonseca;  Ricardo Luis da Rocha Ataide;  Sofiane Labidi;  Vicente Leonardo Paucar Casas;  ";Centrais Elétricas do Norte do Brasil;Não
20;Aristófanes Corrêa Silva;Grades Computacionais Flexíveis: Infra-estrutura e Aplicações;2005;"2007";EM_ANDAMENTO;PESQUISA;"4";"0";"3";"0";"Aristófanes Corrêa Silva;  Fábio Moreira Costa;  Francisco José da Silva e Silva;  Danilo Lauande Franco;  Lúcio Dias da Silva;  Vanessa Rodrigues Coelho Leite;  ";Universidade Federal de Goiás;Não
20;Aristófanes Corrêa Silva;Diagnóstico de Nódulo Pulmonar Solitário baseado em Medidas de Textura e Geometria usando Imagens de Tomografia Computadorizada;2005;"2007";EM_ANDAMENTO;PESQUISA;"3";"0";"1";"0";"Aristófanes Corrêa Silva;  Rodolfo Acatauassú Nunes;  Edgar Diniz;  Erick Corrêa Silva;  Stelmo Magalhães Barros Netto;  Bárbara Ferreira Sucin;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
20;Aristófanes Corrêa Silva;Avaliação de Modelos Preditivos para o Diagnóstico de Tuberculose Pulmonar no Município de São Luís-MA;2005;"2007";EM_ANDAMENTO;PESQUISA;"4";"0";"2";"0";"Aristófanes Corrêa Silva;  Maria do Rosário da Silva Ramos;  Edson Garrido dos Santos Jacintho;  Raimundo João Valois Neto;  Natália Sousa Freitas;  Edlayne Castro Amorim;  Alcione Miranda dos Santos;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Não
20;Aristófanes Corrêa Silva;Segmentação Automática de Mamografia Computadorizada;1998;"1999";CONCLUIDO;PESQUISA;"0";"0";"1";"0";"Aristófanes Corrêa Silva;  Maurence Monjour Anguh;  ";Banco do Nordeste do Brasil S/A;Não
16;Carlos de Salles Soares Neto;Análise de Aprendizagem, Tutoria Inteligente e Gamificação Voltadas para o Ensino de Algoritmos e Programação;2019;"";EM_ANDAMENTO;PESQUISA;"5";"";"2";"1";"Carlos de Salles Soares Neto;  Mário Antonio Meireles Teixeira;  ";;Sim
16;Carlos de Salles Soares Neto;Inovação do Ensino Utilizando Objetos de Aprendizagem Criados pela Ferramenta de Autoria Cacuriá;2015;"2019";CONCLUIDO;PESQUISA;"2";"";"3";"";"Carlos de Salles Soares Neto;  André Luíz de Brandão Damasceno;  Rosendy Jess Fernandez Galabo;  Antonio José Grandson Busson;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
16;Carlos de Salles Soares Neto;Software para Criação de Aplicações Interativas de Telejornalismo para TV Digital;2013;"2014";CONCLUIDO;DESENVOLVIMENTO;"";"";"";"";"Carlos de Salles Soares Neto;  Fernando Aurelio Bernardes de Araujo;  ";;Sim
16;Carlos de Salles Soares Neto;Suporte ao Desenvolvimento de Conteúdo Interativo para TV Digital pelo Usuário Final por meio de Ferrramentas de Autoria;2013;"2016";CONCLUIDO;PESQUISA;"2";"";"4";"";"Carlos de Salles Soares Neto;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
16;Carlos de Salles Soares Neto;Ferramentas de Autoria para o Desenvolvimento pelo  Usuário Final de Aplicações Interativas para TV Digital;2012;"2014";CONCLUIDO;PESQUISA;"";"";"";"";"Carlos de Salles Soares Neto;  Rodrigo Costa Mesquita Santos;  André Leonardo Demaison;  ";;Sim
16;Carlos de Salles Soares Neto;GT-VoA ? Serviço de Vídeo sob Demanda como Objetos de Aprendizagem;2012;"2015";CONCLUIDO;DESENVOLVIMENTO;"";"";"";"";"Carlos de Salles Soares Neto;  André Luíz de Brandão Damasceno;  Antonio José Grandson Busson;  Dilson José Lins Rabelo Junior;  Mário Meireles Teixeira;  Mauricio César Pinto Pessoa;  Thacyla Sousa Lima;  ";;Sim
16;Carlos de Salles Soares Neto;Programa Preparatório para a Olimpíadas de Informáticas aos Alunos de Instituições Públicas ou Privadas do Ensino Médio da Cidade de São Luís - MA;2012;"2014";CONCLUIDO;EXTENSAO;"3";"";"1";"";"Carlos de Salles Soares Neto;  ";;Sim
16;Carlos de Salles Soares Neto;SAGGA ? Suporte para a geração automática de aplicações para o Ginga-NCL;2011;"2012";CONCLUIDO;PESQUISA;"";"";"";"";"Carlos de Salles Soares Neto;  Marcio Fernando Santos Garcêz;  ";Rede Nacional de Ensino e Pesquisa;Sim
16;Carlos de Salles Soares Neto;GingaFrEvo & GingaRAP: Evolução do Middleware Ginga para Múltiplas Plataformas (Componentização) & Ferramentas para Desenvolvimento e Distribuição de Aplicações Declarativas;2009;"2010";EM_ANDAMENTO;PESQUISA;"2";"";"8";"4";"Carlos de Salles Soares Neto;  Luis Fernando Gomes Soares;  ";Centro de P&D de Tecnologias Digitais de Informação e Comunicação;Não
16;Carlos de Salles Soares Neto;Middleware Declarativo para Sistemas de TV Digital;2007;"2010";EM_ANDAMENTO;PESQUISA;"4";"";"3";"4";"Carlos de Salles Soares Neto;  Luis Fernando Gomes Soares;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Não
16;Carlos de Salles Soares Neto;Avaliação do Middleware Ginga;2007;"2008";CONCLUIDO;PESQUISA;"2";"";"";"1";"Carlos de Salles Soares Neto;  Luis Fernando Gomes Soares;  ";Financiadora de Estudos e Projetos;Não
16;Carlos de Salles Soares Neto;Máquina de Apresentação NCL/SMIL para Sistemas de TV Digital;2007;"2008";CONCLUIDO;PESQUISA;"1";"";"1";"1";"Carlos de Salles Soares Neto;  Luis Fernando Gomes Soares;  ";Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do RJ;Não
16;Carlos de Salles Soares Neto;Projeto Ginga - Middleware para o Sistema Brasileiro de TV Digital;2006;"2008";CONCLUIDO;PESQUISA;"2";"";"";"";"Carlos de Salles Soares Neto;  Luis Fernando Gomes Soares;  ";"";Não
16;Carlos de Salles Soares Neto;MAESTRO - Autoria, Produção e Formatação de Documentos Hipermídia para TV Digital Interativa;2005;"2006";CONCLUIDO;PESQUISA;"2";"";"";"";"Carlos de Salles Soares Neto;  Antonio Tadeu Azevedo Gomes;  Luis Fernando Gomes Soares;  Sérgio Colcher;  Rogério Ferreira Rodrigues;  ";Financiadora de Estudos e Projetos;Não
16;Carlos de Salles Soares Neto;Engenharia de Serviços de Banda Larga: Sistemas Hipermídia em TV Interativa;2003;"2007";CONCLUIDO;PESQUISA;"4";"";"12";"5";"Carlos de Salles Soares Neto;  Luis Fernando Gomes Soares;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Não
16;Carlos de Salles Soares Neto;Engenharia de Redes e Serviços em Banda Larga (Projeto Funttel - Contrato 0594/02);2003;"2004";CONCLUIDO;PESQUISA;"";"";"";"";"Carlos de Salles Soares Neto;  Luis Fernando Gomes Soares;  Rogério Ferreira Rodrigues;  Marlene Sabino Pontes;  ";Financiadora de Estudos e Projetos;Não
24;Davi Viana dos Santos;Projeto de Enfrentamento à Covid-19: Estudo e Praticas com Foco na Saúde do Trabalhador;2022;"";EM_ANDAMENTO;DESENVOLVIMENTO;"2";"";"3";"";"Davi Viana dos Santos;  Vandecia Rejane Monteiro Fernandes;  Francisco José da Silva e Silva;  Luciano Reis Coutinho;  João D. S. Almeida;  Ariel Soares Teles;  Geraldo Braz Júnior;  Anselmo Cardoso de Paiva;  Rodrigo do Nascimento Siqueira;  ROCHA, SIMARA;  ";SESI - Departamento Regional do Maranhão;Não
24;Davi Viana dos Santos;Melhoria da Qualidade de Produto de Software no contexto de Internet das Coisas e Cidades Inteligentes;2021;"";EM_ANDAMENTO;PESQUISA;"2";"";"2";"1";"Davi Viana dos Santos;  Valdemar Graciano Neto;  Flávio Eduardo Aoki Horita;  Rodrigo Pereira dos Santos;  Luis Jorge Enrique Rivero Cabrejos;  Benedito Mendes Dutra Neto;  Marcelino Mendes da Silva Neto;  Diego Armando Cruz Coimbra;  Rodrigo do Nascimento Siqueira;  Adriano Pablo de Moraes;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
24;Davi Viana dos Santos;Capacitação, Inovação e Pesquisa em Turismo, Inclusão e Acessibilidade;2021;"";EM_ANDAMENTO;PESQUISA;"8";"";"4";"";"Davi Viana dos Santos;  ALANA DE ARAUJO OLIVEIRA MEIRELES TEIXEIRA;  MARIO ANTONIO MEIRELES TEIXEIRA;  Luis Jorge Enrique Rivero Cabrejos;  Ana Emilia Figueiredo de Oliveira;  ";Ministério do Turismo;Não
24;Davi Viana dos Santos;Definição de Técnicas de Desenvolvimento de Software para o Contexto de Cidades Inteligentes;2020;"";EM_ANDAMENTO;PESQUISA;"2";"";"2";"1";"Davi Viana dos Santos;  Alex Oliveira Barradas Filho;  Francisco José da Silva e Silva;  Rafael Fernandes Lopes;  Luciano Reis Coutinho;  Ariel Soares Teles;  DE OLIVEIRA ROSA, THATIANE;  Rodrigo Pereira dos Santos;  Luis Jorge Enrique Rivero Cabrejos;  Kelly Rosa Braghetto;  Gustavo Jansen de Souza Santos;  Fabio Kon;  Alfredo Goldman;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Sim
24;Davi Viana dos Santos;Capacitação e Consultoria para a Implementação das Tecnologias Mobile Circulatório;2019;"2022";CONCLUIDO;DESENVOLVIMENTO;"";"";"";"";"Davi Viana dos Santos;  Francisco José da Silva e Silva;  Luciano Reis Coutinho;  Markus Endler;  ";Banco Interamericano de Desenvolvimento;Não
24;Davi Viana dos Santos;Infraestrutura de Software e Aplicações de IoT para Cidades Inteligentes;2018;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Davi Viana dos Santos;  Alex Oliveira Barradas Filho;  Marcos Kalinowski;  Francisco José da Silva e Silva;  Luciano Reis Coutinho;  Markus Endler;  Allan Kardec Duailibe Barros Filho;  ALEXANDRE CESAR MUNIZ DE OLIVEIRA;  NOEMI DE LA ROCQUE RODRIGUEZ;  LUIZ EDUARDO GALVAO MARTINS;  ANDRE CARLOS PONCE DE LEON FERREIRA DE CARVALHO;  ARLINDO FLAVIO DA CONCEICAO;  ANTONIO AUGUSTO CHAVES;  ";Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;Não
24;Davi Viana dos Santos;Monitoramento em Tempo Real de Restrições de Mobilidade no contexto de IoT e Cidades Inteligentes;2018;"";EM_ANDAMENTO;PESQUISA;"1";"";"2";"";"Davi Viana dos Santos;  Francisco José da Silva e Silva;  Luciano Reis Coutinho;  Markus Endler;  Marcos Paulino Roriz Junior;  F &#769;abio Moreira Costa;  Adalberto Teixeira Azevedo Jr.;  Luiz Arist &#769;oteles Santos Silva;  Fernando Benedito Veras Magalhães;  ";Fundação de Amparo à Pesquisa ao Desenvolv. Científico e Tecnológico - MA;Não
24;Davi Viana dos Santos;Melhorando a qualidade no desenvolvimento de software no estado do amazonas por meio da integração de usabilidade no processo de desenvolvimento;2014;"2017";CONCLUIDO;PESQUISA;"";"";"";"5";"Davi Viana dos Santos;  Tayana Uchôa Conte;  Jacilane Rabelo;  Luis Rivero;  Gleison dos Santos Souza;  Maria Emilia Xavier Mendes;  Natasha Valentim;  Anna Beatriz Marques;  ";;Não
24;Davi Viana dos Santos;Tecnologias para Gestão do Conhecimento e Aprendizagem Organizacional como Facilitadores de Inovação em Processos de Software;2014;"2016";CONCLUIDO;PESQUISA;"";"";"";"2";"Davi Viana dos Santos;  Tayana Uchôa Conte;  Jacilane Rabelo;  Gleison dos Santos Souza;  Maria Emilia Xavier Mendes;  ";Fundação de Amparo a Pesquisa do Estado do Amazonas;Não
24;Davi Viana dos Santos;Aprendizagem Organizacional em Programas de Melhoria de Processo de Software;2012;"2015";CONCLUIDO;PESQUISA;"";"";"1";"1";"Davi Viana dos Santos;  Tayana Uchôa Conte;  Dalton Vilela;  Jacilane Rabelo;  Gleison dos Santos Souza;  Rafael Prikladnicki;  Rogério Nascimento;  Ana Regina Cavalcanti da Rocha;  ";Fundação de Amparo a Pesquisa do Estado do Amazonas;Não
43;Erico Meneses Leão;Sistema de Controle de Acesso Inteligente no Aplicado a Ambientes de Campus Universitário;2023;"";EM_ANDAMENTO;PESQUISA;"1";"";"";"";"Erico Meneses Leão;  ";;Sim
43;Erico Meneses Leão;Desenvolvimento e Implantação de Aplicações da Internet das Coisas e Redes de Sensores sem Fio Aplicados a Ambientes de Larga Escala;2022;"";EM_ANDAMENTO;PESQUISA;"2";"";"2";"1";"Erico Meneses Leão;  ";;Sim
43;Erico Meneses Leão;Mecanismos Eficientes de Controle de Congestionamento e Disseminação de Dados em Redes de Sensores sem Fio Hierárquicas de Larga Escala Integradas à Aplicações de Internet das Coisas;2019;"2022";CONCLUIDO;PESQUISA;"1";"";"1";"";"Erico Meneses Leão;  Francisco Vasques;  Ricardo Moraes;  Carlos Montez;  ";Conselho Nacional de Desenvolvimento Científico e Tecnológico;Sim
43;Erico Meneses Leão;Mecanismos de Qualidade de Serviço para Redes de Sensores sem Fios em topologia Cluster-tree baseadas em ZigBee;2019;"2023";CONCLUIDO;PESQUISA;"";"";"";"";"Erico Meneses Leão;  Francisco Vasques;  Ricardo Moraes;  Carlos Montez;  ";Fundação de Amparo à Pesquisa do Estado do Piauí;Sim
43;Erico Meneses Leão;Desenvolvimento de Mecanismos Eficientes de Comunicação para Redes de Sensores sem fio de Larga Escala;2017;"2020";CONCLUIDO;PESQUISA;"3";"";"1";"";"Erico Meneses Leão;  ";;Sim
37;Flavio Henrique Duarte de Araujo;Desenvolvimento de uma ferramenta para contagem e rastreamento de pessoas em vídeos;2022;"";EM_ANDAMENTO;DESENVOLVIMENTO;"2";"";"";"";"Flavio Henrique Duarte de Araujo;  GOMES, JEANDERSON DE SOUSA;  VINICIUS DE SOUSA CARVALHO;  ";;Sim
37;Flavio Henrique Duarte de Araujo;Identificação automática de metástase em imagens histopatológicas;2021;"";EM_ANDAMENTO;PESQUISA;"3";"";"2";"1";"Flavio Henrique Duarte de Araujo;  Romuere R. V. Silva;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  Daniel de Sousa Luz;  LIMA, THIAGO J.B.;  ";;Sim
37;Flavio Henrique Duarte de Araujo;Desenvolvimento de uma ferramenta para contagem e reconhecimento de ovos de mosquito Aedes;2021;"";EM_ANDAMENTO;PESQUISA;"1";"";"1";"";"Flavio Henrique Duarte de Araujo;  Veruska Cavalcanti Barros;  LUCAS MARQUES DE SOUSA SILVA;  Lucas Silva Lopes;  ";Fundação de Amparo à Pesquisa do Estado do Piauí;Sim
37;Flavio Henrique Duarte de Araujo;Informática básica para todos: entrando no mundo digital;2020;"2022";CONCLUIDO;EXTENSAO;"4";"";"";"";"Flavio Henrique Duarte de Araujo;  Alcilene Dalilia de Sousa;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  SILVA, ROMUERE R. V.;  ";;Não
37;Flavio Henrique Duarte de Araujo;Programação para WEB: aprendendo a desenvolver sites do zero;2020;"2022";CONCLUIDO;EXTENSAO;"4";"";"";"";"Flavio Henrique Duarte de Araujo;  Alcilene Dalilia de Sousa;  Romuere R. V. Silva;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  ";;Não
37;Flavio Henrique Duarte de Araujo;Primeiros Passos na Robótica Para Comunidade de Picos;2020;"2022";CONCLUIDO;EXTENSAO;"3";"";"";"";"Flavio Henrique Duarte de Araujo;  SILVA, ROMUERE R.V.;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  ";;Não
37;Flavio Henrique Duarte de Araujo;Olimpíada Brasileira de Informática: despertando o interesse dos estudantes da macrorregião de picos por programação;2020;"2022";CONCLUIDO;EXTENSAO;"4";"";"";"";"Flavio Henrique Duarte de Araujo;  Romuere Rodrigues Veloso e Silva;  Alcilene Dalilia de Sousa;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  Glauber Dias Gonçalves;  Juliana Oliveira de Carvalho;  ";;Sim
37;Flavio Henrique Duarte de Araujo;Mapa da COVID-19: Uma Ferramenta Computacional para Ciência dos Dados;2020;"2021";CONCLUIDO;PESQUISA;"5";"";"2";"";"Flavio Henrique Duarte de Araujo;  SILVA, ROMUERE R.V.;  ANTONIO OSEAS DE CARVALHO FILHO;  Ricardo de Andrade Lira;  ";Fundação de Amparo à Pesquisa do Estado do Piauí;Não
37;Flavio Henrique Duarte de Araujo;Desenvolvimento de um sistema de autenticação por reconhecimento facial;2020;"";EM_ANDAMENTO;DESENVOLVIMENTO;"2";"";"2";"";"Flavio Henrique Duarte de Araujo;  THIAGO JOSÉ BARBOSA LIMA;  Daniel de Sousa Luz;  ";;Sim
37;Flavio Henrique Duarte de Araujo;Processamento de imagens médicas para o desenvolvimento de sistemas CAD;2019;"";EM_ANDAMENTO;PESQUISA;"2";"";"3";"1";"Flavio Henrique Duarte de Araujo;  Alcilene Dalilia de Sousa;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  ROMUERE RODRIGUES VELOSO E SILVA;  ACUCENA RODRIGUES DOS SANTOS SOARES;  ADRIANO DE OLIVEIRA LEAL ROCHA;  THIAGO JOSÉ BARBOSA LIMA;  Daniel de Sousa Luz;  JOSÉ ROBERTO DE SOUSA JUNIOR;  ";Universidade Federal do Piauí;Sim
37;Flavio Henrique Duarte de Araujo;Desenvolvimento de um software para auxílio no diagnóstico médico por imagem;2019;"";EM_ANDAMENTO;DESENVOLVIMENTO;"1";"";"2";"";"Flavio Henrique Duarte de Araujo;  Nonato Sales Carvalho;  ANTONIO OSEAS DE CARVALHO FILHO;  THIAGO JOSÉ BARBOSA LIMA;  ";Universidade Federal do Piauí;Não
37;Flavio Henrique Duarte de Araujo;Instalação de Redes de Cabeamento Estruturado;2019;"2020";CONCLUIDO;EXTENSAO;"2";"";"";"";"Flavio Henrique Duarte de Araujo;  Romuere R. V. Silva;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  ";;Não
37;Flavio Henrique Duarte de Araujo;Metodologias automáticas para classificação de nódulos pulmonares usando descritores de forma e textura;2019;"";EM_ANDAMENTO;PESQUISA;"5";"";"4";"";"Flavio Henrique Duarte de Araujo;  Alcilene Dalilia de Sousa;  SILVA, ROMUERE R.V.;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  ";Fundação de Amparo à Pesquisa do Estado do Piauí;Não
37;Flavio Henrique Duarte de Araujo;Redes Neurais Convolucionais Aplicadas a Imagens Científicas;2018;"2020";CONCLUIDO;PESQUISA;"2";"0";"2";"1";"Flavio Henrique Duarte de Araujo;  Alcilene Dalilia de Sousa;  ANTONIO OSEAS DE CARVALHO FILHO;  DEBORAH MARIA VIEIRA MAGALHAES;  ROMUERE RODRIGUES VELOSO E SILVA;  ACUCENA RODRIGUES DOS SANTOS SOARES;  ADRIANO DE OLIVEIRA LEAL ROCHA;  THIAGO JOSÉ BARBOSA LIMA;  Daniel de Sousa Luz;  ";;Sim
37;Flavio Henrique Duarte de Araujo;Detecção Automática de Lesões da Pele Utilizando Algoritmos de Visão Computacional;2014;"2015";CONCLUIDO;PESQUISA;"3";"";"";"";"Flavio Henrique Duarte de Araujo;  Romuere Rodrigues Veloso e Silva;  Alcilene Dalilia de Sousa;  Nayara de Holanda Moura;  Gabriel C Moura;  Emerson S Silva;  ";;Não
37;Flavio Henrique Duarte de Araujo;Detecção Automática de Nódulos Pulmonares em Imagens Médicas;2014;"2015";CONCLUIDO;PESQUISA;"3";"";"";"";"Flavio Henrique Duarte de Araujo;  Romuere Rodrigues Veloso e Silva;  Alcilene Dalilia de Sousa;  MARIA JAQUELANE CARVALHO DE MOURA;  LAERCIO NASCIMENTO MESQUITA;  IVO ALVES DE OLIVEIRA;  ";;Não
37;Flavio Henrique Duarte de Araujo;Detecção Automática do Glaucoma em Imagens de Retina;2014;"2015";CONCLUIDO;PESQUISA;"3";"";"";"";"Flavio Henrique Duarte de Araujo;  Romuere Rodrigues Veloso e Silva;  LEONARDO DE MOURA SANTOS;  WALLINSON DE LIMA SILVA;  MAILA DE LIMA CLARO;  Alcilene Dalilia de Sousa;  ";;Sim
37;Flavio Henrique Duarte de Araujo;Projeto de iniciação científica. Professor: Rodrigo de Melo Souza Veras.;2010;"2011";CONCLUIDO;PESQUISA;"";"";"";"";"Flavio Henrique Duarte de Araujo;  Rodrigo Melo de Souza Veras;  ";;Não
51;Francisco Airton Pereira da Silva;CONVÊNIO VIRTEX - Avaliação de Desempenho de Computação Distribuída com Modelos Estocásticos;2019;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Francisco Airton Pereira da Silva;  carlos victor;  ";;Sim
51;Francisco Airton Pereira da Silva;PROJETO UNIVERSAL: Otimização de Arquiteturas Computacionais Baseadas em Contêineres com Foco em Computação Móvel;2018;"2021";CONCLUIDO;PESQUISA;"";"";"";"";"Francisco Airton Pereira da Silva;  LAÉCIO RODRIGUES;  CARLOS BRITO;  ";;Sim
51;Francisco Airton Pereira da Silva;QRODS Library (EMC Corporation);2015;"2015";CONCLUIDO;PESQUISA;"";"";"";"";"Francisco Airton Pereira da Silva;  MACIEL, PAULO;  Vandi Alves;  Bruno Silva;  Gustavo Callou;  Danilo Oliveira;  ";;Não
51;Francisco Airton Pereira da Silva;NFS-RODS System (EMC Corporation);2015;"2015";CONCLUIDO;PESQUISA;"";"";"";"";"Francisco Airton Pereira da Silva;  Aleciano Ferreira;  Vandi Alves;  Gustavo Callou;  Danilo Oliveira;  Paulo Maciel;  Iure Fé;  ";;Não
51;Francisco Airton Pereira da Silva;JiT Clouds - Uma proposta para ampliar a elasticidade de provedores de computação em nuvem baseada na federação de recursos computacionais amortizados;2011;"2012";CONCLUIDO;PESQUISA;"";"";"";"";"Francisco Airton Pereira da Silva;  Rodrigo Elia Assad;  Raimundo José Araújo Macêdo;  Taisy Weber;  Marco Aurélio Spohn;  Philippe Olivier Alexandre Navaux;  Antônio Tadeu Azevedo Gomes;  Altair Santin;  Hermes Senger;  César Marcondes;  Regina Moraes;  Marcos Barreto;  Cristiano Costa;  Reinaldo Gomes;  Francisco Vilar Brasileiro;  Fernando Antonio Mota Trinta;  Vinicius Cardoso Garcia;  ";Rede Nacional de Ensino e Pesquisa;Não
23;Francisco José da Silva e Silva;Projeto de Enfrentamento à Covid-19: Estudo e Práticas com Foco na Saúde do Trabalhador;2022;"";EM_ANDAMENTO;DESENVOLVIMENTO;"";"";"";"";"Francisco José da Silva e Silva;  Anselmo Cardoso de Paiva;  Aristófanes Correa Silva;  Vandécia Rejane Monteiro Fernandes;  Geraldo Braz Júnior;  Luciano Reis Coutinho;  Ariel Soares Teles;  Davi Viana dos Santos;  Darlan Bruno Pontes Quintanilha;  Ivana Marcia Oliveira Maia;  ";;Sim
23;Francisco José da Silva e Silva;"Aprendizagem do Comportamento de Indiv&#305;&#769;duos a Partir de Fenótipos Digitais";2021;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Francisco José da Silva e Silva;  Luciano Reis Coutinho;  José Daniel Pereira Ribeiro Filho;  Markus Endler;  Ivan Rodrigues de Moura;  ";;Sim
23;Francisco José da Silva e Silva;"Definic&#807;a&#771;o de Te&#769;cnicas de Desenvolvimento de Software para o contexto de Cidades Inteligentes";2020;"";EM_ANDAMENTO;PESQUISA;"";"";"";"";"Francisco José da Silva e Silva;  Fabio Kon;  Alfredo Goldman;  Rafael Fernandes Lopes;  Ariel Soares Teles;  Luciano Reis Coutinho;  Davi Viana dos Santos;  Kelly Rosa Braghetto;  Alex Oliveira Barradas Filho;  Luis Jorge Enrique Rivero Cabrejos;  Rodrigo Pereira Santos;  ";;Não
23;Francisco José da Silva e Silva;Capacitação e Consultoria para a Implementação das Tecnologias Mobile Circulatório;2019;"2022";CONCLUIDO;DESENVOLVIMENTO;"";"";"";"";"Francisco José da Silva e Silva;  Luciano Reis Coutinho;  Markus Endler;  Davi Viana dos Santos;  ";;Sim
